yyyy-mm-dd hh:mm:ss.mmmmmm,x [dps],y [dps],z [dps]
2021-09-12 10:52:04.917304,-1.495, 0.305,-0.824
2021-09-12 10:52:05.017512,-1.587, 0.229,-0.885
2021-09-12 10:52:05.117713,-1.198, 0.122,-1.175
2021-09-12 10:52:05.217916,-1.289, 0.061,-0.938
2021-09-12 10:52:05.318127,-1.480, 0.114,-1.076
2021-09-12 10:52:05.418367,-1.411, 0.420,-0.916
2021-09-12 10:52:05.518586,-1.427, 0.084,-1.167
2021-09-12 10:52:05.618793,-1.137, 0.145,-0.946
2021-09-12 10:52:05.719011,-1.518, 0.206,-0.984
2021-09-12 10:52:05.819221,-1.495, 0.366,-1.015
2021-09-12 10:52:05.919432,-1.366, 0.122,-0.931
2021-09-12 10:52:06.019663,-1.450, 0.015,-0.893
2021-09-12 10:52:06.119874,-1.602, 0.351,-0.824
2021-09-12 10:52:06.220081,-1.266, 0.092,-0.778
2021-09-12 10:52:06.320283,-1.503,-0.015,-1.053
2021-09-12 10:52:06.420486,-1.556, 0.069,-0.908
2021-09-12 10:52:06.520687,-1.640, 0.328,-1.106
2021-09-12 10:52:06.620883,-1.633, 0.275,-0.954
2021-09-12 10:52:06.721067,-1.289, 0.206,-0.893
2021-09-12 10:52:06.821248,-1.472, 0.305,-1.015
2021-09-12 10:52:06.921431,-1.480, 0.221,-0.435
2021-09-12 10:52:07.021604,-1.816, 0.328,-0.648
2021-09-12 10:52:07.121807,-1.266, 0.206,-1.045
2021-09-12 10:52:07.222009,-1.236, 0.160,-0.977
2021-09-12 10:52:07.322197,-1.549, 0.114,-0.870
2021-09-12 10:52:07.422379,-1.358,-0.160,-1.099
2021-09-12 10:52:07.522554,-1.472, 0.450,-1.060
2021-09-12 10:52:07.622726,-1.366, 0.504,-1.038
2021-09-12 10:52:07.722925,-1.541, 0.206,-0.748
2021-09-12 10:52:07.823131,-1.503, 0.252,-0.824
2021-09-12 10:52:07.923320,-1.259, 0.221,-0.938
2021-09-12 10:52:08.023503,-1.358, 0.282,-1.045
2021-09-12 10:52:08.123673,-1.328, 0.313,-0.923
2021-09-12 10:52:08.223844,-1.244, 0.313,-1.038
2021-09-12 10:52:08.324037,-1.808, 0.237,-0.908
2021-09-12 10:52:08.424283,-1.259, 0.191,-1.060
2021-09-12 10:52:08.524508,-1.495, 0.252,-0.916
2021-09-12 10:52:08.624714,-1.465, 0.145,-1.060
2021-09-12 10:52:08.724915,-1.442, 0.595,-0.984
2021-09-12 10:52:08.825115,-1.259, 0.084,-1.060
2021-09-12 10:52:08.925328,-0.038, 0.275,-1.114
2021-09-12 10:52:09.025560,-1.534, 0.252,-1.198
2021-09-12 10:52:09.125771,-1.396, 0.137,-1.144
2021-09-12 10:52:09.225972,-1.732, 0.183,-0.984
2021-09-12 10:52:09.326193,-1.526, 0.237,-1.015
2021-09-12 10:52:09.426410,-1.358, 0.183,-0.854
2021-09-12 10:52:09.526625,-1.526, 0.374,-1.099
2021-09-12 10:52:09.626862,-1.137, 0.168,-1.122
2021-09-12 10:52:09.727074,-1.343, 0.320,-1.175
2021-09-12 10:52:09.827278,-1.358, 0.397,-1.160
2021-09-12 10:52:09.927483,-1.518, 0.206,-0.938
2021-09-12 10:52:10.027689,-1.564, 0.420,-1.038
