yyyy-mm-dd hh:mm:ss.mmmmmm,x [dps],y [dps],z [dps]
2021-09-12 10:51:11.604510, 0.116,-0.011,-0.042
2021-09-12 10:51:11.704690,-0.060,-0.125, 0.065
2021-09-12 10:51:11.804910, 0.062,-0.110,-0.233
2021-09-12 10:51:11.905159, 0.024, 0.058, 0.240
2021-09-12 10:51:12.005398,-0.014,-0.049,-0.103
2021-09-12 10:51:12.105613, 0.085,-0.011, 0.011
2021-09-12 10:51:12.205835, 0.024, 0.256, 0.202
2021-09-12 10:51:12.306051, 0.192,-0.148, 0.202
2021-09-12 10:51:12.406270, 0.116, 0.035,-0.141
2021-09-12 10:51:12.506514, 0.070,-0.247, 0.027
2021-09-12 10:51:12.606763,-0.022, 0.050,-0.088
2021-09-12 10:51:12.706976, 0.100, 0.066, 0.240
2021-09-12 10:51:12.807178,-0.182, 0.020,-0.195
2021-09-12 10:51:12.907391, 0.200, 0.058, 0.164
2021-09-12 10:51:13.007617,-0.090,-0.087,-0.156
2021-09-12 10:51:13.107869,-0.083,-0.110, 0.317
2021-09-12 10:51:13.208115,-0.144,-0.026,-0.301
2021-09-12 10:51:13.308482, 0.078,-0.049, 0.469
2021-09-12 10:51:13.408772,-0.128,-0.125, 0.042
2021-09-12 10:51:13.508987, 0.230, 0.088, 0.126
2021-09-12 10:51:13.609211, 0.039, 0.096, 0.126
2021-09-12 10:51:13.709451, 0.230,-0.072, 0.317
2021-09-12 10:51:13.809701,-0.197,-0.018,-0.118
2021-09-12 10:51:13.909916, 0.070,-0.156, 0.217
2021-09-12 10:51:14.010117,-0.029, 0.149,-0.080
2021-09-12 10:51:14.110313,-0.037, 0.050, 0.057
2021-09-12 10:51:14.210517,-0.006,-0.186,-0.080
2021-09-12 10:51:14.310752, 0.009, 0.127,-0.065
2021-09-12 10:51:14.410991,-0.045, 0.035,-0.225
2021-09-12 10:51:14.511211,-0.098, 0.211, 0.095
2021-09-12 10:51:14.611417, 0.169,-2.147, 0.027
2021-09-12 10:51:14.711751, 0.047,-0.179, 0.156
2021-09-12 10:51:14.812015,-0.060, 0.165,-0.019
2021-09-12 10:51:14.912272,-0.159, 0.172,-0.103
2021-09-12 10:51:15.012515, 0.070,-0.026,-0.103
2021-09-12 10:51:15.112735,-0.060, 0.012,-0.141
2021-09-12 10:51:15.213004, 0.192,-0.171,-0.004
2021-09-12 10:51:15.313223,-0.014,-0.011, 0.095
2021-09-12 10:51:15.413448,-0.258, 0.005,-0.187
2021-09-12 10:51:15.513739,-0.144, 0.050,-0.088
2021-09-12 10:51:15.613983, 0.093,-0.163, 0.156
2021-09-12 10:51:15.714207,-0.151,-0.331,-0.156
2021-09-12 10:51:15.814430, 0.016, 0.149, 0.027
2021-09-12 10:51:15.914662,-0.029, 0.043, 0.126
2021-09-12 10:51:16.014894,-0.014, 0.081,-0.004
2021-09-12 10:51:16.115142, 0.062,-0.163,-0.027
2021-09-12 10:51:16.215370, 0.055,-0.163,-0.111
2021-09-12 10:51:16.315699, 0.139,-0.041, 0.324
2021-09-12 10:51:16.415926, 0.032,-0.079,-0.050
2021-09-12 10:51:16.516153,-0.220,-0.072, 0.111
2021-09-12 10:51:16.616379, 0.055, 0.073, 0.080
2021-09-12 10:51:16.716738, 0.146, 0.104, 0.057
