acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
-0.719, 0.124,-0.751,-0.413,-0.924,-0.515
-0.737, 0.151,-0.781,-0.547,-1.186,-0.554
-0.738, 0.136,-0.785,-0.612,-1.370,-0.591
-0.754, 0.103,-0.726,-0.546,-1.529,-0.623
-0.754, 0.098,-0.663,-0.456,-1.575,-0.683
-0.760, 0.088,-0.638,-0.435,-1.603,-0.741
-0.765, 0.081,-0.619,-0.477,-1.654,-0.769
-0.767, 0.090,-0.601,-0.563,-1.691,-0.783
-0.774, 0.077,-0.599,-0.623,-1.766,-0.797
-0.814, 0.083,-0.604,-0.627,-1.838,-0.798
-0.860, 0.085,-0.554,-0.600,-1.935,-0.770
-0.849, 0.094,-0.513,-0.563,-1.951,-0.741
-0.853, 0.075,-0.472,-0.535,-1.901,-0.705
-0.865, 0.066,-0.416,-0.532,-1.814,-0.658
-0.859, 0.060,-0.382,-0.556,-1.706,-0.589
-0.860, 0.034,-0.382,-0.522,-1.562,-0.483
-0.873, 0.049,-0.400,-0.481,-1.522,-0.380
-0.895, 0.062,-0.437,-0.371,-1.548,-0.307
-0.912, 0.090,-0.445,-0.332,-1.613,-0.265
-0.926, 0.094,-0.438,-0.311,-1.716,-0.239
-0.934, 0.088,-0.414,-0.220,-1.765,-0.209
-0.939, 0.087,-0.365,-0.171,-1.781,-0.178
-0.941, 0.070,-0.341,-0.146,-1.779,-0.115
-0.954, 0.046,-0.341,-0.140,-1.795,-0.051
-0.954, 0.057,-0.323,-0.150,-1.817,-0.003
-0.963, 0.062,-0.318,-0.180,-1.849, 0.022
-0.980, 0.063,-0.331,-0.260,-1.919, 0.025
-0.984, 0.071,-0.331,-0.379,-2.021, 0.014
-0.987, 0.057,-0.264,-0.392,-2.040,-0.012
-0.991, 0.059,-0.234,-0.323,-2.040,-0.028
-0.982, 0.080,-0.223,-0.323,-2.057,-0.117
-0.993, 0.077,-0.209,-0.331,-2.097,-0.204
-0.988, 0.076,-0.197,-0.332,-2.158,-0.295
-0.994, 0.083,-0.186,-0.319,-2.219,-0.308
-1.014, 0.081,-0.197,-0.291,-2.378,-0.323
-1.016, 0.079,-0.178,-0.259,-2.511,-0.297
-1.013, 0.079,-0.193,-0.199,-2.674,-0.263
-1.016, 0.069,-0.153,-0.175,-2.853,-0.328
-1.009, 0.057,-0.112,-0.074,-3.008,-0.375
-0.989, 0.030,-0.015,-0.021,-3.079,-0.382
-0.978,-0.008, 0.076, 0.028,-3.042,-0.339
-0.971,-0.036, 0.138, 0.073,-2.926,-0.286
-0.958,-0.022, 0.224, 0.077,-2.775,-0.221
-0.943, 0.018, 0.252, 0.026,-2.617,-0.184
-0.941, 0.029, 0.236,-0.118,-2.532,-0.168
-0.943, 0.020, 0.213,-0.174,-2.505,-0.165
-0.951, 0.013, 0.192,-0.125,-2.540,-0.180
-0.962, 0.014, 0.181,-0.049,-2.644,-0.190
-0.976, 0.017, 0.144,-0.026,-2.815,-0.209
-0.976, 0.035, 0.158,-0.064,-2.990,-0.200
-0.957, 0.051, 0.251,-0.073,-3.102,-0.214
-0.924, 0.017, 0.331,-0.041,-3.131,-0.216
-0.888, 0.012, 0.426,-0.001,-3.074,-0.188
-0.848,-0.038, 0.526, 0.036,-2.931,-0.125
-0.800,-0.041, 0.546, 0.037,-2.697,-0.072
-0.796,-0.025, 0.561,-0.013,-2.534,-0.050
-0.783,-0.002, 0.574,-0.081,-2.373,-0.032
-0.802, 0.009, 0.539,-0.155,-2.314,-0.023
-0.831, 0.013, 0.475,-0.211,-2.381,-0.025
-0.849, 0.027, 0.448,-0.321,-2.494,-0.063
-0.839, 0.037, 0.462,-0.360,-2.674,-0.106
-0.823, 0.014, 0.490,-0.352,-2.812,-0.120
-0.784,-0.031, 0.574,-0.269,-2.884,-0.127
-0.731,-0.063, 0.692,-0.118,-2.836,-0.128
-0.688,-0.044, 0.719, 0.015,-2.759,-0.116
-0.675,-0.050, 0.757, 0.095,-2.626,-0.070
-0.650,-0.053, 0.796, 0.184,-2.448,-0.055
-0.620,-0.038, 0.815, 0.271,-2.293, 0.000
-0.602,-0.014, 0.782, 0.300,-2.217, 0.046
-0.613, 0.001, 0.725, 0.221,-2.184, 0.029
-0.622, 0.017, 0.679, 0.076,-2.269, 0.045
-0.601, 0.019, 0.697,-0.019,-2.366, 0.023
-0.575, 0.002, 0.716,-0.015,-2.436,-0.009
-0.558,-0.019, 0.737, 0.043,-2.503, 0.001
-0.519,-0.026, 0.793, 0.103,-2.526, 0.017
-0.491,-0.018, 0.841, 0.171,-2.468, 0.054
-0.454,-0.030, 0.894, 0.247,-2.383, 0.080
-0.428,-0.009, 0.921, 0.276,-2.293, 0.099
-0.413, 0.017, 0.912, 0.269,-2.244, 0.101
-0.419, 0.018, 0.883, 0.272,-2.256, 0.099
-0.442, 0.006, 0.822, 0.261,-2.377, 0.094
-0.441, 0.006, 0.783, 0.235,-2.567, 0.071
-0.409, 0.008, 0.802, 0.341,-2.729, 0.022
-0.370, 0.013, 0.812, 0.404,-2.801,-0.042
-0.321, 0.005, 0.849, 0.525,-2.900,-0.093
-0.273,-0.001, 0.892, 0.575,-2.860,-0.115
-0.208, 0.033, 0.950, 0.655,-2.824,-0.123
-0.208, 0.012, 1.002, 0.634,-2.711,-0.105
-0.167, 0.036, 1.026, 0.610,-2.573,-0.137
-0.140, 0.075, 1.058, 0.572,-2.407,-0.151
-0.121, 0.087, 1.040, 0.418,-2.271,-0.136
-0.118, 0.071, 0.998, 0.306,-2.210,-0.124
-0.117, 0.073, 0.971, 0.273,-2.213,-0.135
-0.098, 0.082, 0.962, 0.277,-2.214,-0.155
-0.086, 0.085, 0.938, 0.278,-2.247,-0.189
-0.070, 0.085, 0.928, 0.258,-2.292,-0.225
-0.040, 0.102, 0.945, 0.230,-2.315,-0.260
 0.008, 0.103, 0.957, 0.091,-2.322,-0.249
 0.031, 0.111, 0.968,-0.050,-2.314,-0.239
 0.047, 0.089, 0.984,-0.129,-2.318,-0.239
 0.083, 0.075, 1.025,-0.140,-2.266,-0.251
 0.106, 0.060, 1.041,-0.121,-2.200,-0.248
 0.139, 0.029, 1.035,-0.089,-2.132,-0.231
 0.135, 0.048, 1.056,-0.064,-2.020,-0.203
 0.181, 0.046, 1.057,-0.038,-1.869,-0.174
 0.193, 0.050, 1.082,-0.006,-1.703,-0.161
 0.207, 0.055, 1.052, 0.016,-1.470,-0.139
 0.202, 0.063, 1.035, 0.027,-1.315,-0.109
 0.204, 0.070, 1.026, 0.004,-1.170,-0.066
 0.198, 0.071, 1.011,-0.018,-1.056,-0.042
 0.218, 0.073, 1.003,-0.032,-0.881,-0.035
 0.220, 0.056, 1.003, 0.017,-0.744,-0.035
 0.222, 0.067, 1.001, 0.067,-0.573,-0.035
 0.221, 0.068, 0.995, 0.110,-0.411,-0.040
 0.230, 0.069, 0.986, 0.136,-0.237,-0.026
 0.230, 0.089, 0.949, 0.124,-0.065,-0.012
 0.235, 0.067, 0.950, 0.125, 0.125, 0.030
 0.199, 0.083, 0.973,-0.031, 0.345, 0.095
 0.227, 0.085, 1.016,-0.155, 0.602, 0.148
 0.236, 0.064, 1.015,-0.110, 0.835, 0.166
 0.212, 0.079, 0.983,-0.088, 1.012, 0.154
 0.215, 0.097, 1.010,-0.015, 1.156, 0.060
 0.170, 0.095, 1.016,-0.064, 1.315,-0.036
 0.174, 0.138, 1.028,-0.417, 1.428,-0.016
 0.157, 0.099, 0.990,-0.572, 1.312,-0.013
 0.162, 0.090, 1.008,-0.543, 1.278, 0.046
 0.147, 0.095, 1.034,-0.578, 1.318, 0.164
 0.134, 0.084, 1.014,-0.676, 1.383, 0.367
 0.115, 0.092, 1.015,-0.770, 1.435, 0.440
 0.105, 0.045, 1.046,-0.732, 1.485, 0.399
 0.104,-0.036, 1.064,-0.506, 1.535, 0.356
 0.087,-0.095, 1.038,-0.197, 1.556, 0.330
 0.054,-0.066, 0.983,-0.042, 1.494, 0.280
-0.001, 0.029, 0.923,-0.142, 1.279, 0.218
-0.030, 0.085, 0.923,-0.417, 1.053, 0.184
 0.003, 0.068, 1.007,-0.633, 0.947, 0.187
 0.013,-0.007, 1.031,-0.651, 0.964, 0.228
-0.013,-0.044, 1.026,-0.578, 0.953, 0.238
-0.043,-0.016, 0.979,-0.445, 0.841, 0.202
-0.078,-0.047, 0.909,-0.395, 0.564, 0.188
-0.094,-0.091, 0.926,-0.282, 0.291, 0.233
-0.064,-0.031, 0.965,-0.226, 0.116, 0.214
-0.045,-0.013, 0.976,-0.298,-0.010, 0.149
-0.062,-0.054, 0.965,-0.292,-0.290, 0.223
-0.055,-0.105, 0.962,-0.191,-0.525, 0.275
-0.027,-0.066, 0.973,-0.139,-0.620, 0.235
 0.009,-0.053, 1.014,-0.016,-0.530, 0.172
 0.011,-0.050, 1.004, 0.071,-0.393, 0.146
-0.002,-0.003, 1.008, 0.122,-0.295, 0.174
-0.012,-0.022, 1.007, 0.150,-0.261, 0.222
 0.008,-0.004, 1.036, 0.157,-0.165, 0.275
 0.030,-0.018, 1.034, 0.147, 0.005, 0.263
 0.055, 0.008, 1.018, 0.074, 0.271, 0.225
-0.002,-0.033, 0.987, 0.066, 0.464, 0.245
-0.026,-0.018, 1.011, 0.133, 0.541, 0.311
-0.047,-0.011, 0.996, 0.160, 0.502, 0.387
-0.063, 0.007, 1.009, 0.105, 0.510, 0.447
-0.068, 0.008, 1.014, 0.024, 0.527, 0.483
-0.070,-0.013, 1.022,-0.013, 0.538, 0.496
-0.074,-0.014, 1.022,-0.002, 0.541, 0.484
-0.077,-0.025, 0.994,-0.034, 0.537, 0.452
-0.084,-0.032, 0.988,-0.040, 0.541, 0.412
-0.077,-0.043, 0.967,-0.099, 0.562, 0.356
-0.081,-0.053, 0.972,-0.021, 0.603, 0.311
-0.069,-0.053, 0.988, 0.116, 0.639, 0.302
-0.066,-0.063, 0.986, 0.232, 0.688, 0.339
-0.057,-0.019, 0.988, 0.271, 0.767, 0.348
-0.064,-0.027, 0.977, 0.236, 0.846, 0.373
-0.070,-0.002, 0.964, 0.153, 0.868, 0.398
-0.090,-0.010, 0.934, 0.048, 0.881, 0.412
-0.115,-0.001, 0.923,-0.029, 0.863, 0.421
-0.131, 0.020, 0.932,-0.109, 0.903, 0.446
-0.110, 0.002, 0.966,-0.195, 0.929, 0.507
-0.090, 0.007, 1.012,-0.191, 0.980, 0.541
-0.098,-0.037, 1.059,-0.109, 0.955, 0.549
-0.100,-0.033, 1.071, 0.001, 0.850, 0.520
-0.131,-0.048, 1.074, 0.152, 0.706, 0.397
-0.140,-0.028, 1.044, 0.182, 0.477, 0.309
-0.125,-0.026, 1.082, 0.234, 0.368, 0.207
-0.122,-0.022, 1.072, 0.353, 0.269, 0.097
-0.142,-0.026, 1.022, 0.500, 0.152,-0.017
-0.114, 0.103, 0.966, 0.417, 0.226,-0.205
-0.159, 0.066, 0.959, 0.182, 0.291,-0.165
-0.150, 0.057, 0.959, 0.040, 0.390,-0.069
-0.126, 0.065, 1.027, 0.113, 0.550,-0.019
-0.121, 0.034, 1.045, 0.287, 0.839, 0.023
-0.121, 0.015, 1.023, 0.462, 1.029, 0.026
-0.130, 0.062, 0.988, 0.500, 1.171, 0.004
-0.173, 0.042, 0.954, 0.319, 1.229,-0.019
-0.203, 0.052, 0.958, 0.241, 1.171,-0.082
-0.205, 0.048, 0.966, 0.245, 1.078,-0.184
-1.991,-0.116, 1.991, 0.013,-0.981,-0.285
 0.237, 0.192, 0.993, 0.441,-0.275,-0.584
-0.076, 0.024, 0.887, 0.270, 0.523,-0.515
-0.420,-0.686, 1.181,-0.202,-0.205,-0.397
-0.516, 0.265, 0.879, 0.031,-0.512,-0.427
-0.602, 0.123, 1.077,-0.015,-0.154,-0.447
 0.039,-0.032, 0.894, 0.005,-0.441,-0.372
-0.261,-0.114, 0.948, 0.130,-0.409,-0.272
-0.156, 0.040, 1.005, 0.058,-0.459,-0.668
-0.421, 0.134, 0.979, 0.178,-0.353,-0.841
-0.306,-0.000, 0.906, 0.075,-0.434,-0.752
-0.423, 0.055, 0.966, 0.118,-0.409,-0.834
-0.298, 0.109, 0.983, 0.105,-0.392,-0.945
-0.201, 0.035, 0.981, 0.051,-0.381,-0.958
-0.208,-0.053, 0.943,-0.062,-0.445,-0.778
-0.239,-0.051, 0.902,-0.085,-0.575,-0.668
-0.184, 0.004, 1.056,-0.063,-0.517,-0.634
-0.105, 0.004, 1.193,-0.017,-0.213,-0.636
-0.062,-0.123, 1.297, 0.322, 0.220,-0.637
 0.040,-0.141, 1.137, 0.521, 0.564,-0.303
-0.229,-0.135, 0.938,-0.261, 0.468, 0.323
-0.269, 0.170, 1.070,-1.082, 0.426, 0.415
-0.189, 0.141, 1.115,-0.774, 0.639, 0.138
-0.208,-0.007, 0.994,-0.076, 0.792,-0.210
-0.217,-0.134, 0.890, 0.523, 0.739,-0.279
-0.300,-0.001, 0.807, 0.549, 0.519,-0.237
-0.326, 0.102, 0.807, 0.285, 0.267,-0.240
-0.323, 0.080, 0.774, 0.075,-0.040,-0.257
-0.335, 0.076, 0.718,-0.035,-0.391,-0.316
-0.329,-0.003, 0.650,-0.053,-0.864,-0.301
-0.397,-0.028, 0.639,-0.070,-1.342,-0.241
-0.333,-0.015, 0.704,-0.151,-1.806,-0.190
-0.286,-0.020, 0.793,-0.181,-2.142,-0.127
-0.198,-0.046, 0.863,-0.291,-2.347,-0.004
-0.117,-0.019, 0.937,-0.421,-2.432, 0.113
-0.088,-0.002, 1.029,-0.585,-2.427, 0.167
-0.049, 0.029, 1.046,-0.811,-2.374, 0.153
-0.007, 0.102, 1.082,-0.929,-2.248, 0.089
 0.018, 0.007, 1.164,-0.950,-2.014, 0.026
 0.156,-0.179, 1.377,-0.664,-1.412, 0.089
 0.331,-0.152, 1.606,-0.257,-0.360, 0.068
 0.052,-0.045, 1.117,-0.085,-0.010, 0.012
-0.049,-0.044, 0.926,-0.093,-0.075, 0.034
-0.010,-0.060, 1.009,-0.104,-0.126, 0.040
-0.000,-0.056, 1.024,-0.053,-0.089, 0.044
-0.002,-0.087, 1.008, 0.050,-0.059, 0.055
 0.005,-0.037, 1.029, 0.053,-0.024, 0.045
-0.027, 0.023, 0.991,-0.064,-0.007, 0.043
-0.077,-0.016, 0.917,-0.181,-0.166,-0.010
-0.051,-0.047, 0.917,-0.183,-0.303,-0.081
-0.075, 0.059, 0.896,-0.283,-0.458,-0.183
-0.170,-0.001, 0.539,-0.382,-0.711,-0.130
-0.086, 0.121, 0.661, 0.320,-0.095, 0.049
 0.002,-0.030, 0.983, 0.330,-0.000, 0.005
 0.002, 0.012, 1.025, 0.110, 0.001, 0.006
-0.005,-0.023, 1.028,-0.000,-0.004,-0.001
-0.000,-0.052, 1.001,-0.018, 0.002, 0.001
-0.002,-0.065, 0.994, 0.025,-0.002, 0.011
-0.001,-0.064, 0.998, 0.096,-0.001,-0.001
 0.003,-0.050, 1.001, 0.108,-0.002,-0.002
 0.007,-0.027, 1.007, 0.096, 0.002,-0.001
 0.001,-0.024, 1.002, 0.026,-0.001, 0.006
 0.003,-0.052, 1.002,-0.009,-0.001, 0.000
 0.004,-0.051, 0.991, 0.008,-0.001,-0.004
 0.003,-0.047, 1.005, 0.003,-0.002, 0.003
-0.004,-0.047, 1.006, 0.005,-0.000,-0.005
-0.004,-0.047, 1.000, 0.001, 0.002, 0.000
-0.001,-0.047, 1.008, 0.011, 0.001,-0.006
-0.001,-0.045, 1.000, 0.003, 0.006, 0.002
-0.001,-0.045, 0.996,-0.002,-0.001,-0.001
 0.004,-0.063, 0.996, 0.002,-0.001,-0.002
 0.004,-0.043, 1.002, 0.004, 0.006, 0.001
 0.006,-0.045, 1.003, 0.002, 0.001, 0.003
-0.001,-0.048, 1.007, 0.002, 0.004,-0.001
 0.003,-0.047, 1.007, 0.001,-0.005, 0.004
-0.003,-0.046, 1.002, 0.005, 0.001,-0.003
 0.003,-0.043, 1.000, 0.001, 0.005,-0.001
 0.001,-0.043, 0.998, 0.007, 0.002, 0.001
-0.001,-0.042, 1.008,-0.001, 0.002, 0.000
-0.004,-0.047, 1.005, 0.008,-0.004,-0.000
-0.000,-0.042, 0.998,-0.003,-0.002,-0.003
 0.004,-0.044, 0.999,-0.003, 0.004, 0.003
-0.002,-0.059, 1.006, 0.015, 0.000,-0.003
 0.000,-0.044, 1.008, 0.004, 0.004,-0.001
 0.005,-0.042, 0.998, 0.003,-0.002, 0.001
-0.000,-0.048, 0.994, 0.018, 0.001, 0.003
-0.001,-0.077, 1.011, 0.059, 0.002, 0.007
 0.001,-0.063, 1.003, 0.077, 0.003, 0.004
 0.005,-0.033, 0.999, 0.060,-0.003,-0.002
-0.001,-0.023, 1.000, 0.018,-0.001,-0.000
 0.003,-0.045, 1.005,-0.013, 0.029, 0.005
-0.003,-0.034, 1.000, 0.010,-0.000,-0.002
-0.003,-0.043, 0.984, 0.003, 0.001, 0.002
-0.001,-0.044, 1.006, 0.001,-0.002, 0.000
 0.001,-0.044, 1.005, 0.005,-0.001,-0.006
-0.001,-0.039, 0.998, 0.000, 0.002,-0.002
 0.003,-0.041, 1.012, 0.003, 0.002, 0.002
 0.002,-0.040, 0.999, 0.001,-0.037,-0.003
 0.003,-0.038, 0.994,-0.001, 0.003,-0.001
-0.001,-0.042, 1.005, 0.006,-0.001,-0.005
 0.002,-0.041, 1.000, 0.004, 0.003,-0.004
-0.000,-0.042, 0.999, 0.001, 0.002,-0.001
-0.003,-0.045, 1.003, 0.002,-0.003, 0.000
-0.002,-0.042, 1.006, 0.004,-0.002,-0.000
-0.002,-0.045, 1.002,-0.002, 0.001,-0.006
-0.003,-0.045, 0.991, 0.005,-0.004,-0.001
 0.002,-0.036, 0.997,-0.001,-0.003,-0.003
 0.000,-0.040, 0.995, 0.005, 0.005, 0.003
-0.002,-0.040, 1.006, 0.005,-0.000,-0.001
-0.004,-0.039, 0.982, 0.004, 0.001,-0.002
 0.001,-0.041, 1.001, 0.007, 0.000,-0.003
-0.003,-0.042, 1.000, 0.008,-0.001, 0.001
-0.002,-0.042, 1.003, 0.006, 0.004,-0.003
 0.001,-0.041, 1.001,-0.000, 0.001,-0.004
-0.001,-0.041, 1.011,-0.000,-0.005, 0.004
 0.002,-0.040, 1.004, 0.005,-0.002, 0.005
-0.002,-0.041, 0.995,-0.000, 0.003, 0.008
 0.002,-0.041, 1.000, 0.003, 0.006, 0.004
-0.004,-0.041, 1.004, 0.014,-0.001,-0.002
-0.002,-0.030, 1.002,-0.012,-0.001, 0.002
-0.001,-0.046, 0.983,-0.010,-0.003,-0.001
 0.002,-0.051, 1.019,-0.005,-0.003,-0.009
 0.002,-0.030, 1.007,-0.003, 0.000,-0.003
 0.003,-0.038, 0.994,-0.016, 0.005, 0.002
 0.000,-0.051, 1.007, 0.023,-0.003,-0.008
 0.006,-0.020, 1.003, 0.006, 0.000, 0.002
-0.001,-0.046, 1.000, 0.007, 0.001,-0.001
-0.001,-0.048, 1.004,-0.003, 0.001,-0.001
-0.001,-0.049, 0.998, 0.056, 0.031,-0.000
-0.001,-0.044, 1.004, 0.070, 0.001,-0.003
-0.002,-0.019, 1.006, 0.058, 0.001,-0.001
-0.005,-0.025, 1.003, 0.019,-0.002,-0.000
-0.001,-0.034, 1.009,-0.000, 0.000, 0.006
-0.002,-0.040, 1.002, 0.003,-0.002,-0.003
-0.002,-0.037, 1.003, 0.012, 0.003, 0.002
 0.001,-0.034, 0.997,-0.007, 0.002, 0.003
-0.000,-0.040, 1.002, 0.002,-0.000, 0.001
 0.003,-0.040, 1.000, 0.006,-0.002, 0.001
-0.002,-0.037, 0.999,-0.003,-0.001, 0.001
 0.001,-0.042, 1.000, 0.007, 0.002, 0.000
 0.003,-0.036, 0.997, 0.000,-0.000,-0.003
-0.001,-0.037, 0.984, 0.004, 0.001,-0.001
-0.004,-0.040, 1.000, 0.006,-0.002,-0.003
-0.001,-0.041, 1.004, 0.002, 0.001,-0.001
-0.001,-0.037, 0.997, 0.005, 0.003, 0.002
 0.004,-0.040, 0.998, 0.008, 0.003,-0.004
-0.000,-0.039, 0.995, 0.028, 0.001, 0.003
 0.003,-0.064, 1.006, 0.018, 0.005, 0.005
-0.000,-0.029, 0.994,-0.002, 0.005, 0.005
-0.003,-0.047, 1.013, 0.009, 0.001,-0.002
-0.002,-0.039, 0.998,-0.003,-0.001, 0.005
-0.007,-0.034, 0.994, 0.003,-0.001,-0.001
